[option]color,[option]size,category,master_sku,sku,name,price,available_on,description,meta_description,meta_keywords,cost_price,(default)quantity,(online)quantity,[option]scent,[option]style,[option] color
BLACK,M/L,Categories -> STORIES,SKU18481BLACK,SKU18481BLACK11,OZONE DRESS,188.0,,"<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Every season, fashion houses have thousands of yards of excess fabric because they&nbsp; miscalculated their fabric needs. Typically this just becomes waste.&nbsp; Come on! We can do better than that.&nbsp;&nbsp; That&rsquo;s why we use this &ldquo;dead stock&rdquo; fabric to make garments like this one.&nbsp; By shopping with us you get to look like a total babe and nothing goes to waste.&nbsp; Sustainable and sexy, finally! </span></span></span></p>
 <hr/> <p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;""><span dir=""ltr"">Don&#39;t freak out, but this dress is really cute. The Ozone Dress is one of those dresses you can throw on without thinking and know you look good. There is a lace trim around the neck and back and has lace straps that tie in the back so you can adjust it to fit you perfectly. </span></span></span><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;""><span dir=""ltr"">This is a loose fitting mini shift dress with a low V neckline in the front and an even lower back line. </span></span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Made from surplus rayon blend.</span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Christy is 5&#39;8&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>/S.</span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Measurements of a size <span data-scayt_word=""XS"" data-scaytid=""2"">XS</span>/S:</span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Length: 19.25&quot;</span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Bust: 34.5&quot;</span></span></span></p>
<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Made in sunny Los Angeles!</span></span></span></p>
","","",188.0,0,0,,,
STRIPE,XS/S,Categories -> STORIES,SKU18482STRIPE,SKU18482STRIPE1,POPPY DRESS,198.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Every season, fashion houses have thousands of yards of excess fabric because they&nbsp; miscalculated their fabric needs. Typically this just becomes waste. Come on! We can do better than that. That&rsquo;s why we use this &ldquo;dead stock&rdquo; fabric to make garments like this one.&nbsp; By shopping with us you get to look like a total babe and nothing goes to waste. Sustainable and sexy, finally!</span></span></p>
 <hr/> <div style=""display: block;"">
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Poppy Dress is the ideal dress for running errands, having brunch, getting your nails done, picking up a date, going to the park, stopping traffic, etc. What we&#39;re saying is it&#39;s chill, but killer. This is a mini wrap dress with short puff sleeves. It is fitted and the waist and the skirt have a slightly shaped hem. Shows your shape in an easy way.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Limited edition cut of 15 (you deserve a treat).</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Model is 5&#39;8&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>/S.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of an <span data-scayt_word=""XS"" data-scaytid=""2"">XS</span>/S:</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Center back: 35.75&quot;</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Waist: 29&quot;</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in our sunny Los Angeles factory.</span></span></p>
</div>
","","",198.0,0,0,,,
STRIPE,M/L,Categories -> STORIES,SKU18482STRIPE,SKU18482STRIPE11,POPPY DRESS,198.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Every season, fashion houses have thousands of yards of excess fabric because they&nbsp; miscalculated their fabric needs. Typically this just becomes waste. Come on! We can do better than that. That&rsquo;s why we use this &ldquo;dead stock&rdquo; fabric to make garments like this one.&nbsp; By shopping with us you get to look like a total babe and nothing goes to waste. Sustainable and sexy, finally!</span></span></p>
 <hr/> <div style=""display: block;"">
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Poppy Dress is the ideal dress for running errands, having brunch, getting your nails done, picking up a date, going to the park, stopping traffic, etc. What we&#39;re saying is it&#39;s chill, but killer. This is a mini wrap dress with short puff sleeves. It is fitted and the waist and the skirt have a slightly shaped hem. Shows your shape in an easy way.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Limited edition cut of 15 (you deserve a treat).</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Model is 5&#39;8&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>/S.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of an <span data-scayt_word=""XS"" data-scaytid=""2"">XS</span>/S:</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Center back: 35.75&quot;</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Waist: 29&quot;</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in our sunny Los Angeles factory.</span></span></p>
</div>
","","",198.0,0,0,,,
DOTS,XS/S,"Categories -> CLOTHES,Categories -> CLOTHES -> DRESSES",SKU18483DOTS,SKU18483DOTS1,OZONE DRESS,188.0,11/08/2013,"<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Every season, fashion houses have thousands of yards of excess fabric because they&nbsp; miscalculated their fabric needs. Typically this just becomes waste.&nbsp; Come on! We can do better than that.&nbsp;&nbsp; That&rsquo;s why we use this &ldquo;dead stock&rdquo; fabric to make garments like this one.&nbsp; By shopping with us you get to look like a total babe and nothing goes to waste.&nbsp; Sustainable and sexy, finally! </span></span></span></p>
 <hr/> <div style=""display: block;"">
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;""><span dir=""ltr"">Don&#39;t freak out, but this dress is really cute. The Ozone Dress is one of those dresses you can throw on without thinking and know you look good. There is a lace trim around the neck and back and has lace straps that tie in the back so you can adjust it to fit you perfectly. </span></span></span><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;""><span dir=""ltr"">This is a loose fitting mini shift dress with a low V neckline in the front and an even lower back line.</span></span></span></span></p>
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Made from surplus rayon blend. </span></span></span></p>
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Limited Edition cut of 37 (no snoozing).</span></span></span></p>
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Christy is 5&#39;8"" and wearing size <span data-scayt_word=""XS"" data-scaytid=""501"">XS</span>/S.</span></span></span></p>
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Measurements of a size <span data-scayt_word=""XS"" data-scaytid=""504"">XS</span>/S:</span></span></span></p>
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Length: 19.25""</span></span></span></p>
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Bust: 34.5""</span></span></span></p>
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Made in sunny Los Angeles!</span></span></span></p>
</div>
","","",188.0,0,0,,,
DOTS,M/L,"Categories -> CLOTHES,Categories -> CLOTHES -> DRESSES",SKU18483DOTS,SKU18483DOTS11,OZONE DRESS,188.0,11/08/2013,"<p>
	<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Every season, fashion houses have thousands of yards of excess fabric because they&nbsp; miscalculated their fabric needs. Typically this just becomes waste.&nbsp; Come on! We can do better than that.&nbsp;&nbsp; That&rsquo;s why we use this &ldquo;dead stock&rdquo; fabric to make garments like this one.&nbsp; By shopping with us you get to look like a total babe and nothing goes to waste.&nbsp; Sustainable and sexy, finally! </span></span></span></p>
 <hr/> <div style=""display: block;"">
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;""><span dir=""ltr"">Don&#39;t freak out, but this dress is really cute. The Ozone Dress is one of those dresses you can throw on without thinking and know you look good. There is a lace trim around the neck and back and has lace straps that tie in the back so you can adjust it to fit you perfectly. </span></span></span><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;""><span dir=""ltr"">This is a loose fitting mini shift dress with a low V neckline in the front and an even lower back line.</span></span></span></span></p>
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Made from surplus rayon blend. </span></span></span></p>
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Limited Edition cut of 37 (no snoozing).</span></span></span></p>
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Christy is 5&#39;8"" and wearing size <span data-scayt_word=""XS"" data-scaytid=""501"">XS</span>/S.</span></span></span></p>
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Measurements of a size <span data-scayt_word=""XS"" data-scaytid=""504"">XS</span>/S:</span></span></span></p>
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Length: 19.25""</span></span></span></p>
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Bust: 34.5""</span></span></span></p>
	<p>
		<span style=""color:#000000;""><span style=""font-size: 14px;""><span style=""font-family: georgia,serif;"">Made in sunny Los Angeles!</span></span></span></p>
</div>
","","",188.0,3,0,,,
IVORY,XS/S,Categories -> STORIES,SKU18484IVORY,SKU18484IVORY1,MESA TOP,118.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Every season, fashion houses have thousands of yards of excess fabric because they&nbsp; miscalculated their fabric needs. Typically this just becomes waste.&nbsp; Come on! We can do better than that.&nbsp;&nbsp; That&rsquo;s why we use this &ldquo;dead stock&rdquo; fabric to make garments like this one.&nbsp; By shopping with us you get to look like a total babe and nothing goes to waste.&nbsp; Sustainable and sexy, finally! </span></span></p>
 <hr/> <div style=""display: block;"">
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Mesa top won&#39;t let you down, ladies. It is the perfect mix of sophisticated and <span data-scayt_word=""va"" data-scaytid=""1"">va</span> <span data-scayt_word=""va"" data-scaytid=""2"">va</span> <span data-scayt_word=""voom"" data-scaytid=""3"">voom</span>, so you can be serious or get wild. It will go with you either way. This is a halter style sleeveless blouse with a shirt collar and a long key hole at the center back.&nbsp; The fit is easy and loose so even though you&#39;ll look major, you&#39;ll still be comfortable. Nice!</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Limited edition cut of 30 (you better pounce).</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Model is 5&#39;8&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""4"">XS</span>/S.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of an <span data-scayt_word=""XS"" data-scaytid=""5"">XS</span>/S:</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 20.5&quot;</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 39.5&quot;</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in our sunny Los Angeles factory.</span></span></p>
</div>
","","",118.0,0,0,,,
IVORY,M/L,Categories -> STORIES,SKU18484IVORY,SKU18484IVORY11,MESA TOP,118.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Every season, fashion houses have thousands of yards of excess fabric because they&nbsp; miscalculated their fabric needs. Typically this just becomes waste.&nbsp; Come on! We can do better than that.&nbsp;&nbsp; That&rsquo;s why we use this &ldquo;dead stock&rdquo; fabric to make garments like this one.&nbsp; By shopping with us you get to look like a total babe and nothing goes to waste.&nbsp; Sustainable and sexy, finally! </span></span></p>
 <hr/> <div style=""display: block;"">
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">The Mesa top won&#39;t let you down, ladies. It is the perfect mix of sophisticated and <span data-scayt_word=""va"" data-scaytid=""1"">va</span> <span data-scayt_word=""va"" data-scaytid=""2"">va</span> <span data-scayt_word=""voom"" data-scaytid=""3"">voom</span>, so you can be serious or get wild. It will go with you either way. This is a halter style sleeveless blouse with a shirt collar and a long key hole at the center back.&nbsp; The fit is easy and loose so even though you&#39;ll look major, you&#39;ll still be comfortable. Nice!</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Limited edition cut of 30 (you better pounce).</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Model is 5&#39;8&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""4"">XS</span>/S.</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of an <span data-scayt_word=""XS"" data-scaytid=""5"">XS</span>/S:</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 20.5&quot;</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 39.5&quot;</span></span></p>
	<p>
		<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in our sunny Los Angeles factory.</span></span></p>
</div>
","","",118.0,0,0,,,
IVORY,XS/S,Categories -> STORIES,SKU18485IVORY,SKU18485IVORY1,SCALLOP TOP,51.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Every season, fashion houses have thousands of yards of excess fabric because they&nbsp; miscalculated their fabric needs. Typically this just becomes waste.&nbsp; Come on! We can do better than that.&nbsp;&nbsp; That&rsquo;s why we use this &ldquo;dead stock&rdquo; fabric to make garments like this one.&nbsp; By shopping with us you get to look like a total babe and nothing goes to waste.&nbsp; Sustainable and sexy, finally! </span></span></p>
 <hr/> <p>
	<strong>FINAL SALE!</strong></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Look, here&#39;s the deal. The Scallop Top is a lace dream.&nbsp; It looks like a treasure you would have to spend years trolling vintage stores to find. But, oh wait, it&#39;s right here for you and in different sizes.&nbsp; Well isn&#39;t that convenient? This is a lace crop top with swing sleeves and scalloping at the sleeve and hem. It swings out slightly at the hem, but is cropped enough for you to roll out those abs in style.&nbsp;</span></span><font class=""Apple-style-span"" face=""georgia, serif""><span class=""Apple-style-span"" style=""font-size: 14px; ""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Made from surplus rayon blend fabric.</span></span></span></font></p>
<div style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; color: rgb(34, 34, 34); background-color: rgb(255, 255, 255); "">
	<div>
		<font class=""Apple-style-span"" face=""georgia, serif""><span class=""Apple-style-span"" style=""font-size: 14px;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Christy is 5&#39;9&quot; and wears size&nbsp;<span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>/S.</span></span></span></font></div>
	<div>
		&nbsp;</div>
	<div>
		<font class=""Apple-style-span"" face=""georgia, serif""><span class=""Apple-style-span"" style=""font-size: 14px;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Measurements of a size&nbsp;<span data-scayt_word=""XS"" data-scaytid=""2"">XS</span>/S:</span></span></span></font></div>
	<div>
		&nbsp;</div>
	<div>
		<font class=""Apple-style-span"" face=""georgia, serif""><span class=""Apple-style-span"" style=""font-size: 14px;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Length: 15&quot;</span></span></span></font></div>
	<div>
		&nbsp;</div>
	<div>
		<font class=""Apple-style-span"" face=""georgia, serif""><span class=""Apple-style-span"" style=""font-size: 14px;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Bust: 35.5&quot;</span></span></span></font></div>
	<div>
		&nbsp;</div>
	<div>
		<font class=""Apple-style-span"" face=""georgia, serif""><span class=""Apple-style-span"" style=""font-size: 14px;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Made in sunny Los Angeles.&nbsp;</span></span></span></font></div>
	<p>
		&nbsp;</p>
</div>
","","",128.0,0,0,,,
IVORY,M/L,Categories -> STORIES,SKU18485IVORY,SKU18485IVORY11,SCALLOP TOP,51.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Every season, fashion houses have thousands of yards of excess fabric because they&nbsp; miscalculated their fabric needs. Typically this just becomes waste.&nbsp; Come on! We can do better than that.&nbsp;&nbsp; That&rsquo;s why we use this &ldquo;dead stock&rdquo; fabric to make garments like this one.&nbsp; By shopping with us you get to look like a total babe and nothing goes to waste.&nbsp; Sustainable and sexy, finally! </span></span></p>
 <hr/> <p>
	<strong>FINAL SALE!</strong></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Look, here&#39;s the deal. The Scallop Top is a lace dream.&nbsp; It looks like a treasure you would have to spend years trolling vintage stores to find. But, oh wait, it&#39;s right here for you and in different sizes.&nbsp; Well isn&#39;t that convenient? This is a lace crop top with swing sleeves and scalloping at the sleeve and hem. It swings out slightly at the hem, but is cropped enough for you to roll out those abs in style.&nbsp;</span></span><font class=""Apple-style-span"" face=""georgia, serif""><span class=""Apple-style-span"" style=""font-size: 14px; ""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Made from surplus rayon blend fabric.</span></span></span></font></p>
<div style=""font-family: Arial, Verdana, sans-serif; font-size: 12px; color: rgb(34, 34, 34); background-color: rgb(255, 255, 255); "">
	<div>
		<font class=""Apple-style-span"" face=""georgia, serif""><span class=""Apple-style-span"" style=""font-size: 14px;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Christy is 5&#39;9&quot; and wears size&nbsp;<span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>/S.</span></span></span></font></div>
	<div>
		&nbsp;</div>
	<div>
		<font class=""Apple-style-span"" face=""georgia, serif""><span class=""Apple-style-span"" style=""font-size: 14px;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Measurements of a size&nbsp;<span data-scayt_word=""XS"" data-scaytid=""2"">XS</span>/S:</span></span></span></font></div>
	<div>
		&nbsp;</div>
	<div>
		<font class=""Apple-style-span"" face=""georgia, serif""><span class=""Apple-style-span"" style=""font-size: 14px;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Length: 15&quot;</span></span></span></font></div>
	<div>
		&nbsp;</div>
	<div>
		<font class=""Apple-style-span"" face=""georgia, serif""><span class=""Apple-style-span"" style=""font-size: 14px;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Bust: 35.5&quot;</span></span></span></font></div>
	<div>
		&nbsp;</div>
	<div>
		<font class=""Apple-style-span"" face=""georgia, serif""><span class=""Apple-style-span"" style=""font-size: 14px;""><span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">Made in sunny Los Angeles.&nbsp;</span></span></span></font></div>
	<p>
		&nbsp;</p>
</div>
","","",128.0,0,0,,,
IVORY,XS/S,Categories -> STORIES,SKU18486IVORY,SKU18486IVORY1,HALO TOP,68.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">We want you to have options. That&#39;s why we try and bring you clothes that are both chic and sexy, as well as environmentally conscious. There is no reason you can&#39;t have it all.&nbsp; Garments like this one are made from <span data-scayt_word=""repurposed"" data-scaytid=""1"">repurposed</span> &quot;dead stock fabric&quot; (basically over ordered and wasted fabric from larger fashion houses). We can give you the clothes you want with out the guilt.</span></span></p>
 <hr/> <div style=""display: block;"">
	<div style=""display: block;"">
		<p>
			<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">*Final Sale!</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Want to spice up your top game? We got something for you right here. The Halo Top is perfect to dress down or dress up. Either way you&#39;re going to look hot. This is a short sleeve knit crop top with two front cut outs at the neck. Made for babes from surplus poly/spandex blend fabric.</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Limited edition cut of 30 (just for you)!</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Model is 5&#39;8&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""2"">XS</span>/S.</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of an <span data-scayt_word=""XS"" data-scaytid=""3"">XS</span>/S:</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 15.5&quot;</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 28&quot;</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in our sunny Los Angeles factory.</span></span></p>
	</div>
</div>
","","",118.0,0,0,,,
IVORY,M/L,Categories -> STORIES,SKU18486IVORY,SKU18486IVORY11,HALO TOP,68.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">We want you to have options. That&#39;s why we try and bring you clothes that are both chic and sexy, as well as environmentally conscious. There is no reason you can&#39;t have it all.&nbsp; Garments like this one are made from <span data-scayt_word=""repurposed"" data-scaytid=""1"">repurposed</span> &quot;dead stock fabric&quot; (basically over ordered and wasted fabric from larger fashion houses). We can give you the clothes you want with out the guilt.</span></span></p>
 <hr/> <div style=""display: block;"">
	<div style=""display: block;"">
		<p>
			<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">*Final Sale!</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Want to spice up your top game? We got something for you right here. The Halo Top is perfect to dress down or dress up. Either way you&#39;re going to look hot. This is a short sleeve knit crop top with two front cut outs at the neck. Made for babes from surplus poly/spandex blend fabric.</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Limited edition cut of 30 (just for you)!</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Model is 5&#39;8&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""2"">XS</span>/S.</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Measurements of an <span data-scayt_word=""XS"" data-scaytid=""3"">XS</span>/S:</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Length: 15.5&quot;</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Bust: 28&quot;</span></span></p>
		<p>
			<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in our sunny Los Angeles factory.</span></span></p>
	</div>
</div>
","","",118.0,0,0,,,
BLACK,XS,Categories -> STORIES,SKU18487BLACK,SKU18487BLACK1,TWILIGHT JUMPER,80.0,,"<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Every season, fashion houses have thousands of yards of excess fabric because they&nbsp; miscalculated their fabric needs. Typically this just becomes waste.&nbsp; Come on! We can do better than that.&nbsp;&nbsp; That&rsquo;s why we use this &ldquo;dead stock&rdquo; fabric to make garments like this one.&nbsp; By shopping with us you get to look like a total babe and nothing goes to waste.&nbsp; Sustainable and sexy, finally! </span></span></p>
 <hr/> <p>
	<span style=""font-size: 14px; ""><span style=""font-family: georgia, serif; "">*Final Sale!</span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">We love a good two piece set, but sometimes it&#39;s just too much to deal with.<span> </span>The Twilight Jumper is all the fun of a two piece, but in one piece.<span>&nbsp; </span>Make sense? Regardless of how many pieces it is, it&#39;s just really cute. This is a fitted sleeveless short jumper with a cutout on the front waist and another cutout at the back waist.<span>&nbsp; </span>Look hot coming and going.<span>&nbsp; </span></span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span>Limited edition cut of 36 (stay calm).</span></span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span>Model is 5&#39;8&quot; and wearing size <span data-scayt_word=""XS"" data-scaytid=""1"">XS</span>.</span></span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span>Measurements of a size small:</span></span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span>Bodice: 16&quot;</span></span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span>Inseam: 3.75&quot;</span></span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span>Bust: 32.5&quot;</span></span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;""><span>Waist: 26.5&quot;</span></span></span></p>
<p>
	<span style=""font-size:14px;""><span style=""font-family: georgia,serif;"">Made in our sunny Los Angeles factory.</span></span></p>
","","",198.0,0,0,,,
